ウェルネストクリニック,東京都渋谷区道玄２－３－２大外ビル3階,０３－６７３２－６００１,#N/A,10:00,14:00,15:00,19:00,10:00,14:00,15:00,19:00,10:00,14:00,15:00,19:00,10:00,14:00,15:00,19:00,10:00,14:00,15:00,19:00,10:00,14:00,15:00,19:00,10:00,14:00,,,英語
野原耳鼻咽喉科医院,東京都足立区千住旭町39-11,03-3870-2022,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,,,,,,,x
医療法人社団 小泉医院,東京都町田市玉川学園2-5-24,042-725-8411,内科、小児科、皮膚科、循環器科,,,12:00,14:00,,,12:00,14:00,,,12:00,14:00,,,,,,,12:00,14:00,,,12:00,14:00,,,,,x
医療法人社団おおぞら会つばさクリニック小平,東京都小平市美園町２－６－２,042-312-3556,#N/A,9:00,12:00,13:00,18:00,9:00,12:00,13:00,18:00,9:00,12:00,13:00,18:00,9:00,12:00,13:00,18:00,9:00,12:00,13:00,18:00,9:00,12:00,13:00,18:00,,,,,x
医療法人社団 宮下医院,東京都板橋区大谷口北町76-7,03-3956-5349,#N/A,9:00,12:00,13:15,18:00,9:00,12:00,13:15,18:00,9:00,12:00,13:15,18:00,9:00,12:00,13:15,18:00,9:00,12:00,13:15,18:00,9:00,12:00,13:15,14:00,,,,,x
医療法人社団 泰大会 薬師台おはなぽっぽクリニック,東京都町田市薬師台1-25-12,042-737-7373,内科、整形外科、外科、精神科、循環器内科、婦人科,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,,,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,,,,,x
医療法人社団敦保会　エリゼこどもクリニック,東京都江東区大島1-2-2,web予約,#N/A,11:00,12:30,16:30,18:00,11:00,12:30,16:30,18:00,11:00,12:30,16:30,18:00,11:00,12:30,16:30,18:00,11:00,12:30,16:30,18:00,,,12:00,12:30,,,,,x
野村医院,東京都小金井市前原町3-35-15,042-381-0987,#N/A,12:30,13:30,16:00,17:00,12:30,13:30,,,12:30,13:30,16:00,17:00,,,,,12:30,13:30,16:00,17:00,12:00,13:00,,,,,,,x
高山クリニック,東京都品川区中延5-4-１１クレサンテームⅠ１階,03-5750-0078,#N/A,12:00,13:00,18:00,19:00,12:00,13:00,18:00,19:00,12:00,13:00,,,12:00,13:00,18:00,19:00,12:00,13:00,18:00,19:00,12:00,13:00,,,,,,,日本語
医療法人社団 鉄医会　ナビタスクリニック立川,東京都立川市柴崎町3-1-1,042-521-5334,#N/A,10:00,13:00,15:00,20:00,10:00,13:00,15:00,20:00,10:00,13:00,15:00,20:00,10:00,13:00,15:00,20:00,10:00,13:00,15:00,20:00,10:00,13:00,13:00,16:00,,,,,x
いいむろ内科クリニック,東京都世田谷区太子堂3-28-16,03-3487-1166,#N/A,9:00,12:00,15:00,17:30,9:00,12:00,15:00,17:30,9:00,12:00,15:00,17:30,,,,,9:00,12:00,15:00,17:30,9:00,12:00,12:00,15:30,,,,,x
白金三光クリニック,東京都港区白金１－２５－３１,03-6456-4350,#N/A,11:30,12:30,17:00,19:00,11:30,12:30,17:00,19:00,11:00,12:30,17:00,19:00,11:30,12:30,17:00,19:00,11:30,12:30,17:00,19:00,11:30,12:30,,,,,,,x
康明会荻窪クリニック,東京都杉並区荻窪5-15-17,03-5347-0188,#N/A,,,16:00,18:00,,,16:00,18:00,,,16:00,18:00,,,16:00,18:00,,,,,,,16:00,18:00,,,,,x
まがり医院,東京都新宿区荒木町6-34,03-5362-5531,#N/A,11:00,13:00,16:00,18:40,11:00,13:00,16:00,18:40,11:00,13:00,16:00,18:40,11:00,13:00,16:00,18:40,,,,,11:00,13:10,,,,,,,一律不可。
むさしの台ファミリークリニック,東京都府中市白糸台4-9-1,web予約,#N/A,9:00,12:00,14:00,18:00,9:00,12:00,14:00,18:00,,,,,9:00,12:00,14:00,18:00,9:00,12:00,14:00,18:00,9:00,13:00,,,,,,,英語　中国語
酒寄医院,東京都品川区東大井2-26-3,03-3761-3250,#N/A,9:00,13:00,17:00,19:00,9:00,13:00,17:00,19:00,,,,,9:00,13:00,17:00,19:00,9:00,13:00,17:00,19:00,9:00,13:00,,,,,,,x
富士森内科みなみのクリニック,東京都八王子市西片倉3-1-21第1みなみ野クリニックセンター2F,042-635-6711,#N/A,,,,,,,,,,,,,11:00,12:00,17:00,18:00,,,,,8:00,12:00,,,,,,,x
あさの循環器内科クリニック,東京都府中市寿町１-４-２１第３福井ビル２階,042-366-5555,#N/A,9:00,12:00,,,9:00,12:00,,,9:00,12:00,,,,,,,9:00,12:00,,,9:00,12:00,,,,,,,x
横山高円寺南医院,東京都杉並区高円寺南４－２９－９,03-6413-1097,#N/A,10:00,12:00,16:00,18:00,10:00,12:00,16:00,18:00,10:00,12:00,16:00,18:00,,,,,10:00,12:00,16:00,18:00,10:00,12:00,,,,,,,外国語対応なし
みわこ耳鼻咽喉科,東京都世田谷区祖師谷3-33-8,03-3789-8317,#N/A,12:30,14:00,17:30,19:00,12:30,14:00,17:30,19:00,,,,,12:30,14:00,17:30,19:00,12:30,14:00,17:30,19:00,,,,,,,,,x
羽村相互診療所,東京都羽村市神明台1-30-5,042-554-5420,#N/A,8:50,12:00,,,8:50,12:00,,,8:50,12:00,,,,,,,9:00,12:00,,,,,,,,,,,x
こうえんじ耳鼻咽喉科,東京都杉並区高円寺北2-3-3-7階,353563330,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なし
双葉町クリニック,東京都板橋区双葉町12-17,03-3961-8060,#N/A,11:30,13:00,15:00,15:30,11:30,12:00,,,11:30,13:00,15:00,15:30,,,,,11:30,13:00,15:00,15:30,12:00,12:30,,,,,,,日本語のみ
セキこどもクリニック,東京都杉並区阿佐谷南2-1-27,03-3318-1625,#N/A,9:00,11:50,15:00,17:50,9:00,11:50,15:00,17:50,,,,,9:00,11:50,15:00,17:50,9:00,11:50,15:00,17:50,9:00,11:50,,,,,,,英語
きつかわクリニック,東京都港区芝５－３１－１６,03-3451-1731,#N/A,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,,,,,12:00,13:00,,,,,,,,,,,x
医療法人社団豊越会　こうの内科クリニック,東京都品川区東大井5-11-2,03-6712-8750,#N/A,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,9:00,12:00,15:00,18:00,,,,,9:00,12:00,15:00,18:00,9:00,12:00,,,,,,,x
医療法人社団宗仁会　一之江駅前ひまわり医院,東京都江戸川区一之江8-15-1,03-5662-8711,#N/A,10:30,12:30,12:30,16:30,10:30,12:30,12:30,16:30,,,,,10:30,12:30,12:30,16:30,10:30,12:30,12:30,16:30,,,,,,,,,英語、日本語
ほりうちクリニック,東京都武蔵野市関前5-8-10,0422-38-8770,#N/A,9:00,12:30,14:00,17:30,9:00,12:30,14:00,17:30,9:00,12:30,14:00,17:30,,,,,9:00,12:30,14:00,17:30,9:00,12:30,,,,,,,x
秋葉原あつたアレルギー呼吸器内科クリニック,東京都千代田区神田岩本町1-5,03-3253-4159,#N/A,,,14:00,15:00,,,14:00,15:00,,,13:30,15:00,,,14:00,15:00,,,14:00,15:00,,,,,,,,,x
医療法人社団 野村医院,東京都板橋区板橋２－６５－１０－２Ｆ,03-3964-8544,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,,,,,,,x
たかの内科クリニック,東京都北区王子1丁目10-17-5階,03-3912-8544,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,,,,,9:00,13:00,14:30,18:30,9:00,13:00,,,,,,,x
高山医院,東京都三鷹市上連雀４－２－２９,0422-43-0700,#N/A,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,9:00,12:00,16:00,17:00,,,,,9:00,12:00,16:00,17:00,9:00,12:00,,,,,,,Ti?ng Vi?t
医療法人社団桜春会 平沢クリニック,東京都福生市南田園1-3-11,042-539-0551,#N/A,11:45,12:00,0:00,13:00,11:45,12:00,0:00,13:00,,,,,,,,,11:45,12:00,12:00,13:00,,,,,,,,,x
医療法人社団　松久会　対馬内科医院,東京都北区浮間２－２１－２,03-3969-3511,#N/A,,,15:00,15:30,11:30,12:00,,,,,15:00,15:30,,,,,11:30,12:00,,,,,,,,,,,なし
医療法人信明会コスモスクリニック,東京都足立区加平3-4-1,03-5849-5611,#N/A,9:00,11:30,13:30,17:30,,,,,9:00,11:30,13:30,17:30,9:00,11:30,13:30,17:30,,,,,9:00,11:30,13:30,17:30,,,,,韓国語
しおばら内科循環器クリニック,東京都豊島区雑司ヶ谷3-8-13,03-3982-5530,#N/A,,,12:00,12:30,,,12:00,12:30,,,,,,,12:00,12:30,,,23:30,12:30,,,,,,,,,x
稲城市立病院,東京都稲城市大丸1171,042-377-0931,#N/A,9:00,10:00,,,9:00,10:00,,,9:00,10:00,,,9:00,10:00,,,9:00,10:00,,,,,,,,,,,x
医療法人社団幸翔会 鳥居医院,東京都世田谷区赤堤3-2-16,03-5300-7722,#N/A,10:30,12:30,16:00,18:00,10:30,12:30,16:00,18:00,,,,,10:30,12:30,16:00,18:00,10:30,12:30,16:00,18:00,10:30,12:30,,,,,,,x
さくらんぼキッズクリニック,東京都東久留米市南町4-1-17,042-497-6200,#N/A,,,12:00,13:00,,,23:30,13:00,,,,,,,12:00,13:00,,,12:00,13:00,12:00,13:00,,,,,,,x
医療法人社団 泉壽会 富士見診療所,東京都北区十条仲原3-1-5,03-3900-5354,#N/A,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,11:00,12:00,,,,,,,日本語のみ
むらい浜田山クリニック,東京都杉並区高井戸東４－２７－１７,03-5370-2222,#N/A,,,18:00,20:00,,,18:00,20:00,,,,,,,,,,,18:00,20:00,,,,,,,,,英語、スペイン語、ポルトガル語
社会福祉法人 東京有隣会　有隣病院,東京都世田谷区船橋,03-3482-3611,#N/A,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,13:00,17:00,9:00,12:00,,,,,,,,,,,x
善平医院,東京都台東区東上野６－２－１３,03-3843-7055,内科、小児科,11:30,12:00,12:00,13:30,11:30,12:00,12:00,13:30,11:30,12:00,12:00,13:30,11:30,12:00,12:00,13:30,11:30,12:00,12:00,13:30,,,,,,,,,x
東京ツナクリニック,東京都江東区住吉2－10－12,web予約,#N/A,10:00,13:00,13:00,18:30,,,13:00,18:30,10:00,13:00,13:00,18:30,10:00,13:00,13:00,18:30,,,13:00,18:30,,,,,,,,,英語
医療法人社団いつき会ハートクリニック,東京都葛飾区小菅4丁目14番地5号レインボーヒルズ1階,03-3602-1810,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
豊村医院耳鼻咽喉科　音声・聴覚メディカルケア,東京都江東区亀戸5-15-1,03-5858-8604,#N/A,10:00,12:00,15:00,18:00,10:00,12:00,15:00,18:00,,,,,10:00,12:00,15:00,18:00,10:00,12:00,15:00,18:00,12:15,12:30,,,12:15,12:30,,,x
ゆずるクリニック,東京都小平市小川町1-972-7-2F,042-348-8515,#N/A,10:00,12:30,14:30,17:30,,,,,10:00,12:30,14:30,17:30,10:00,12:30,14:30,17:30,10:00,12:30,14:30,17:30,10:00,12:30,14:30,17:00,10:00,12:30,,,コロナ診断後、責任を持って確実にフォローできないため、日本語が分からない外国人の方の対応は不能
花クリニック,東京都新宿区赤城元町２－４有恒ビル101,03-3269-8990,#N/A,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,9:00,13:00,,,x
竹内病院,東京都荒川区荒川６－７－８,03-3892-7771,#N/A,9:00,12:00,13:00,16:00,9:00,12:00,13:00,16:00,9:00,12:00,13:00,16:00,9:00,12:00,13:00,16:00,9:00,12:00,13:00,16:00,9:00,11:00,,,,,,,x
ときわ在宅クリニック墨田,東京都墨田区江東橋四丁目５番１０号デュオリスタ錦糸町１階,050-3823-2318,#N/A,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,,,,,,,,,x
医療法人社団ときわ練馬在宅クリニック,東京都練馬区中村北一丁目5番9号第二永崎ビル1階,050-3823-2317,#N/A,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,,,,,,,,,x
医療法人社団ときわ　赤羽在宅クリニック,東京都北区赤羽二丁目69番6号,050-3823-2316,#N/A,,,,,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,9:00,12:00,12:00,17:00,,,,,,,,,x
平塚耳鼻咽喉科クリニック,東京都立川市高松町3－13－15,042-528-3387,#N/A,,,17:00,18:00,,,17:00,18:00,,,17:00,18:00,,,,,,,17:00,18:00,,,,,,,,,x
天沼きたがわ内科,東京都杉並区下井草1-32-5北誠ビル1階,03-3394-1401,#N/A,9:00,12:00,14:30,17:00,9:00,12:00,14:30,17:00,9:00,12:00,14:30,17:00,9:00,12:00,,,9:00,12:00,14:30,17:00,9:00,12:00,14:30,17:00,,,,,x
社会福祉法人賛育会　賛育会病院,東京都墨田区太平3-20-2,03-3622-9191,#N/A,10:00,11:30,13:30,15:00,10:00,11:30,,,10:00,11:30,,,10:00,11:30,13:30,15:00,10:00,11:30,,,10:00,11:30,,,,,,,x
落合パークサイドクリニック,東京都新宿区上落合1-1-4,03-5338-4976,#N/A,11:30,13:00,15:30,16:30,11:30,13:00,15:30,16:30,11:30,13:00,15:30,16:30,11:30,13:00,15:30,16:30,11:30,13:00,15:30,16:30,11:30,13:00,15:30,16:30,,,,,なし
東向島こどもと女性のクリニック,東京都墨田区東向島４－３２－９,03-3619-6000,#N/A,10:00,12:00,,,10:00,12:00,,,9:50,12:00,,,,,,,9:50,12:00,,,,,12:00,13:30,,,,,x
医療法人社団碧水会　長谷川病院,東京都三鷹市大沢2-20-36,0422-33-0814,#N/A,,,,,,,,,,,13:00,15:00,,,,,,,,,,,,,,,,,x
二子玉川齋藤メディカルクリニック,東京都世田谷区玉川２丁目５番８号,03-5491-5880,#N/A,9:00,13:30,15:30,19:30,9:00,13:30,15:30,19:30,9:00,13:30,15:30,19:30,,,,,9:00,13:30,15:30,19:30,9:00,13:30,,,,,,,日本
医療法人社団三柚会 調布在宅クリニック,東京都調布市布田三丁目１番地７－２階,424267750,#N/A,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,8:30,12:00,13:00,17:30,x
ツマキ医院,東京都品川区西中延１丁目９－１３,03-3781-1570,#N/A,11:45,12:00,12:30,12:45,8:45,9:00,12:00,12:30,11:50,12:10,17:30,18:00,,,,,8:45,9:00,12:00,12:45,8:45,9:00,12:00,12:45,,,,,x
東海大学医学部付属東京病院,東京都渋谷区代々木１－２－５,03-3370-2321,#N/A,8:30,11:00,,,8:30,11:00,,,9:00,11:00,,,9:00,11:00,,,9:00,11:00,,,9:00,11:00,,,,,,,x
医療法人社団柏裕会　西新宿今野クリニック,東京都新宿区西新宿7-21-7,web予約,#N/A,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,9:00,13:00,,,9:00,13:00,15:00,18:00,9:00,13:00,15:00,18:00,9:00,13:00,,,,,,,英語
医療法人社団すこやか武蔵野　武蔵境駅前こどもクリニック,東京都武蔵野市境南町2-8-17,0422-26-1031,#N/A,12:00,12:30,17:30,18:00,12:00,12:30,17:30,18:00,12:00,12:30,17:30,18:00,12:00,12:30,,,12:00,12:30,17:30,18:00,12:00,12:30,,,,,,,x
動坂下泌尿器科クリニック,東京都文京区千駄木4-13-6-108,03-5834-7735,#N/A,,,13:00,14:00,,,13:00,14:00,,,,,,,13:00,14:00,,,13:00,14:00,,,13:00,14:30,,,,,x
医療法人社団創福会　ふくろうクリニック自由が丘,東京都世田谷区奥沢6-20-23,03-3701-3351,#N/A,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,12:00,13:00,,,,,x
ひでまる救急クリニック,東京都目黒区目黒1-4-11,web予約,#N/A,10:00,12:00,12:00,21:30,10:00,12:00,12:00,21:30,10:00,12:00,12:00,21:30,10:00,12:00,12:00,21:30,,,,,,,14:00,21:30,10:00,12:00,12:00,21:30,英語 その他（翻訳機使用）
医療法人社団　爽健会　中田医院,東京都北区中里2-20-15,03-3940-0504,#N/A,9:30,12:30,,,9:30,12:30,,,9:30,12:00,,,,,,,9:30,12:00,,,9:30,12:30,,,,,,,x
てらすクリニックひきふね,東京都墨田区東向島2-30-10,03-6661-8974,#N/A,10:00,12:00,16:00,20:00,10:00,12:00,16:00,20:00,,,,,10:00,12:00,16:00,20:00,10:00,12:00,16:00,20:00,10:00,12:00,14:00,17:00,10:00,12:00,14:00,17:00,x
医療法人社団 城東桐和会 タムス耳鼻科クリニック新小岩駅前,東京都葛飾区新小岩二丁目１番１号,03-5678-6550,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,12:00,13:00,15:00,9:00,12:00,13:00,15:00,x
医療法人社団 城東桐和会 タムス総合クリニック府中駅前,東京都府中市宮町一丁目１００番地,042-319-8383,#N/A,9:00,12:00,14:30,18:30,9:00,12:00,14:30,18:30,9:00,12:00,14:30,18:30,9:00,12:00,14:30,18:30,9:00,12:00,14:30,18:30,9:00,12:00,13:00,15:00,,,,,x
医療法人社団 城東桐和会 タムス総合クリニック東陽町駅前,東京都江東区東陽三丁目２７番１７号,03-5665-2381,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,12:00,13:00,15:00,,,,,x
医療法人社団 城東桐和会 タムス総合クリニック新小岩駅前,東京都葛飾区新小岩二丁目１番１号,03-5678-5616,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,12:00,13:00,15:00,9:00,12:00,13:00,15:00,x
医療法人社団 城東桐和会 タムス総合クリニック平井駅前,東京都江戸川区平井三丁目２３番１８号,03-5875-3377,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,15:30,9:00,12:00,13:00,15:00,,,,,x
医療法人社団 城東桐和会 タムス総合クリニック小岩,東京都江戸川区東小岩四丁目５番２号,03-5612-3702,#N/A,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,13:00,14:30,18:30,9:00,12:00,13:00,15:00,,,,,x
